id,name,platforms,location,country,description,price_min,price_max,rating,review_count,featured,website,email,source,source_ref,verified,verification_method,verified_at
11,Adeptken Consulting Llp,automationanywhere,,,"Adeptken Consulting LLP is a business and technology consulting firm focused on driving enterprise transformation through AI, intelligent automation, analytics, cloud, DevOps, cybersecurity, and application transformation. Adeptken works with organizations to modernize operations, improve resilience, and deliver measurable business outcomes through a consulting-led approach. As a certified partner of Automation Anywhere, Adeptken leverages the Automation Anywhere platform to design, implement, and scale enterprise-grade intelligent automation solutions aligned to clients’ broader digital transformation strategies.",0,0,0,0,false,https://www.adeptken.com,,public_api,https://www.adeptken.com,true,api_match,2026-02-26T08:45:51.038Z
12,Adlib Software,automationanywhere,,,"Adlib has been transforming the way enterprise organizations overcome unstructured content challenges for over 15 years. Our data enrichment and content automation solutions allow over 5,500 global customers to discover, access and leverage unstructured data for end-to-end process automation, compliance and insights.",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
13,Agara,automationanywhere,,,"Agara is a leader in Voice AI technology for customer service. Agara's proprietary language model understands the context of every customer query and the deep learning algorithm trained by over 10 million data points then automatically identifies the best solution to it. Based on the confidence score, the system then either sends it as a recommendation to a human agent realtime during a live call, or using the text-to-speech system answers autonomously. Using Agara's suite of products, customers have seen a 50% reduction in resolution time and a significant increase in CSAT scores.",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
14,Aibotz,automationanywhere,,,"Aibotz is a NJ/NY based consulting firm specializing in end2end intelligent process automation. We are committed to enabling clients to build stronger high performance businesses by implementing technology solutions that help them to achieve their productivity and efficiency objectives by leveraging ""intelligent bots."" We help clients with strategy, consulting, resourcing, digital solution selection and implementation services.",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
15,Airo Digital Labs,automationanywhere,,,"AiRo Digital Labs is a Chicago headquartered, technology consulting and services firm focused on Artificial Intelligence, Robotics Process Automation and other Emerging Technologies. We work with clients across different industry verticals and we build solutions that help our clients to start the digitalization journey by transforming businesses through adoption of new technologies. We bring strong engineering talent, diverse skills and innovative ideas together to deliver excellence to our clients.",0,0,0,0,false,https://airodigitallabs.com/,,public_api,https://airodigitallabs.com/,true,api_match,2026-02-26T08:45:51.038Z
16,Akubica,automationanywhere,,,"At aKúbica, we believe in the power of technology to transform the present and build the future. With artificial intelligence as our ally, data as our guide, and innovation as our driving force, we design solutions that automate, optimize, and modernize every step of the way . We are architects of digital evolution, weaving connections between the human and the technological so that companies not only adapt but thrive in a constantly changing world.",0,0,0,0,false,http://www.akubica.com/,,public_api,http://www.akubica.com/,true,api_match,2026-02-26T08:45:51.038Z
17,Almato,automationanywhere,,,"ALMATO is a team of dedicated, action-focused individuals. We develop solutions for the profitable optimization and automation of your business.",0,0,0,0,false,https://www.almato.com/,,public_api,https://www.almato.com/,true,api_match,2026-02-26T08:45:51.038Z
18,Alphalake Ai,automationanywhere,,,"Automation & Ai tech startup, working in health globally to enrich digital patient experience using cognitive automation.",0,0,0,0,false,https://www.alphalake.ai/,,public_api,https://www.alphalake.ai/,true,api_match,2026-02-26T08:45:51.038Z
19,Alzone Software,automationanywhere,,,"Alzone Software is a Global Process Automation Technology Consulting firm founded in 2016. We created a strong footprint by providing innovative automation solutions for enterprise customers across USA, India & MEA markets. Our 100+ member RPA Team is an expert in end-to-end RPA programs that cover all aspects from consulting, strategy building, process re-engineering, process identification, ROI reporting, COE set-up, training, workshops and expanding enterprise-wide to gain the complete benefit of embarking on an RPA journey.",0,0,0,0,false,https://www.alzonesoftware.com/,,public_api,https://www.alzonesoftware.com/,true,api_match,2026-02-26T08:45:51.038Z
20,Amiseq Inc Milpitas,automationanywhere,Milpitas,California,"Amiseq Inc. is a global IT services and consulting firm headquartered in Milpitas, California. Our team is committed to excellence in the areas of information technology. Our service platform is built with a core focus on bringing value and customer delight in our engagements with our esteemed clients. We help in building solutions in our acknowledged areas of expertise like Cyber Security, RPA to help Digital Transformation, Establishing RPA Center of Excellence (COE) to achieve higher productivity and efficiency.",0,0,0,0,false,https://www.amiseq.com/,,public_api,https://www.amiseq.com/,true,api_match,2026-02-26T08:45:51.038Z
21,Anantara Solutions Private Limited,automationanywhere,,,"""Anantara Solutions is a new generation outsourcing firm that combines business consulting services and IT services to deliver unprecedented measurable business value. Anantara is a pioneer of Second-Generation Outsourcing (SGO) and partners with its clients using innovative models of engagement. Anantara has developed a range of advanced capabilities in Analytics that are built around the company's proprietary framework and methodology called Enterprise Management System (EMSTM). Anantara offers a range of capabilities, from simple data visualization to complex analytics capabilities embedding Artificial Intelligence (AI) techniques that work together with statistics-oriented Predictive Analytics techniques to produce powerful Prescriptive Analytics solutions. Such techniques combined with RPA can automate most complex business processes.""",0,0,0,0,false,https://www.anantsol.com/,,public_api,https://www.anantsol.com/,true,api_match,2026-02-26T08:45:51.038Z
22,Apexon,automationanywhere,,,"Apexon is a digital-first technology services firm backed by Goldman Sachs Asset Management and Everstone Capital. We specialize in accelerating business transformation and delivering human-centric digital experiences. For over 17 years, Apexon has been meeting customers wherever they are in the digital lifecycle and helping them outperform their competition through speed and innovation. www.apexon.com",0,0,0,0,false,https://www.apexon.com/,,public_api,https://www.apexon.com/,true,api_match,2026-02-26T08:45:51.038Z
23,Arago Gmbh,automationanywhere,,,"Arago is a leading artificial intelligence company that helps businesses automate their processes through intelligent automation. Its AI platform HIRO× uses reasoning and a knowledge-based problem-solving engine to deliver cutting-edge enterprise automation solutions to clients worldwide. Founded by renowned computer scientist Chris Boos, based in Frankfurt (GER), New York City (USA), Redwood City (USA), Exeter (UK) and Bangalore (INDIA), Arago is powering decision making for industry leading companies. Since 2014, leading global investment firm KKR has supported Arago×s international expansion.",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
24,Aricent Technologies Mauritius Limited,automationanywhere,,,"Aricent is a global design and engineering company innovating for customers in the digital era. We help our clients lead into the future by solving their most complex and mission critical issues through customized solutions. For decades, we have helped companies do new things and scale with intention. We bring differentiated value and capability in focused industries to help transform products, brands and companies.",0,0,0,0,false,https://northamerica.altran.com/,,public_api,https://northamerica.altran.com/,true,api_match,2026-02-26T08:45:51.038Z
25,Asgard,automationanywhere,,,"Asgard provides complete solutions for corporate customers with its own service and agent products. We are committed to helping companies and companies solve information system problems, including traditional industries, retail manufacturing, distribution and financial industries. For a long time, Asgard has always adhered to an open and innovative corporate culture and focused on the needs of business users. We are constantly striving for excellence and providing the best service to every customer.",0,0,0,0,false,http://www.asgard.com.tw/,,public_api,http://www.asgard.com.tw/,true,api_match,2026-02-26T08:45:51.038Z
26,Asiapac,automationanywhere,,,"AsiaPac (from M1) is a multi-award winner in the hybrid multi-cloud segment and a leading enterprise solutions provider, delivering intelligent digital transformation solutions in Mobility, Cloud, Enterprise Systems and End User Computing. Together with M1, AsiaPac can help to accelerate business digital transformation with a comprehensive portfolio of ICT solutions and providing Cloud Best Practices in Consultation, Design & Deploy, Proactive Monitoring, Technical Support & Managed Services. AsiaPac focuses on end-to-end customer centric solutions, delivering edge-driven systems to the core data center to the cloud with secured connectivity. With the domain expertise and experience from large enterprises to government agencies, AsiaPac has successfully implemented many nationwide projects and garnered numerous client references. www.asiapac.com.sg",0,0,0,0,false,https://www1.asiapac.com.sg/,,public_api,https://www1.asiapac.com.sg/,true,api_match,2026-02-26T08:45:51.038Z
27,Aspire Systems Inc,automationanywhere,,,"Aspire Systems is a global technology services firm serving as a trusted technology partner for our customers. We work with some of the world's most innovative enterprises and independent software vendors, helping them leverage technology and outsourcing in our specific areas of expertise. Our services include Product Engineering, Enterprise Solutions, Independent Testing Services and IT Infrastructure Support services. Our core philosophy of ""Attention. Always."" communicates our belief in lavishing care and attention on our customers and employees.",0,0,0,0,false,https://www.aspiresys.com/,,public_api,https://www.aspiresys.com/,true,api_match,2026-02-26T08:45:51.038Z
28,Ataway,automationanywhere,,,"Ataway is a global consulting company that helps businesses design, deploy, upgrade and operate their Oracle ERP systems covering Finance, HR, Payroll, Supply Chain, Procurement and CRM.",0,0,0,0,false,https://www.ataway.com/,,public_api,https://www.ataway.com/,true,api_match,2026-02-26T08:45:51.038Z
29,Atmans Partners,automationanywhere,,,"Atman Partners started out as a specialized SAP BI(Business Intelligence) company in January 2007 by related field experts for providing implementation and consulting. Atman Partners grew up with RPA and SAP BW(BusinessWarehouse) as the main business. Currently, our company is trying to become a comprehensive enterprise IT services company specializing in the development and supply of ERP(Java platform) and related IT solutions besides Business Intelligence area.",0,0,0,0,false,http://www.myatman.com/,,public_api,http://www.myatman.com/,true,api_match,2026-02-26T08:45:51.038Z
30,Atos Information Technology,automationanywhere,,,"Atos is a global leader in digital transformation with over 110,000 employees in 73 countries and annual revenue of over ×11 billion. European number one in Cloud, Cybersecurity and High-Performance Computing, the Group provides end-to-end Orchestrated Hybrid Cloud, Big Data, Business Applications and Digital Workplace solutions. The group is the Worldwide Information Technology Partner for the Olympic & Paralympic Games and operates under the brands Atos, Atos Syntel, and Unify. Atos is a SE (Societas Europaea), listed on the CAC40 Paris stock index.",0,0,0,0,false,https://atos.net/en/,,public_api,https://atos.net/en/,true,api_match,2026-02-26T08:45:51.038Z
31,Automatify,automationanywhere,,,"Automatify are a team of experienced consultants, innovative software developers and founders with a passion for process automation with Robotic Process Automation (RPA). The strong demand for RPA services, our many years of experience in the IT services business, exciting projects for our customers and entrepreneurial spirit are the motivation behind Automatify. We design, build, integrate and operate software robots. We use the latest robotic process automation and AI tools. Automatify has offices in Zurich and Cluj-Napoca in Romania.",0,0,0,0,false,http://www.automatify.ch/,,public_api,http://www.automatify.ch/,true,api_match,2026-02-26T08:45:51.038Z
32,Autonomous Technologies Autech,automationanywhere,,,"Autonomous Technologies (AuTech) is an AA authorised partner, offering technical consultation, process optimisation, and a range of professional services in support of Robotic Process Automation. Our team comprises of Master Certified Developers, Architects and Business Analysts who provide tangible client value.www.autech.me",0,0,0,0,false,https://www.autech.me/,,public_api,https://www.autech.me/,true,api_match,2026-02-26T08:45:51.038Z
33,Avanade,automationanywhere,,,"Avanade is the leading digital innovator providing business outcome cloud services, cross-industry solutions and design-led innovations on the Microsoft ecosystem. With 36,000 professionals in 25 countries, we are the power behind the Accenture Microsoft Business Group, helping companies to engage customers, empower employees, optimize operations and transform products. Majority owned by Accenture, Avanade was founded in 2000 by Accenture LLP and Microsoft Corporation. As a leading provider of intelligent automation solutions, we have delivered over 6,000 automations for 350-plus clients around the world. Our dedicated team includes over 1,200 Robotic Process Automation experts, an AI industrialized automation factory and unparalleled Microsoft cognitive services expertise.",0,0,0,0,false,https://www.avanade.com/en-us,,public_api,https://www.avanade.com/en-us,true,api_match,2026-02-26T08:45:51.038Z
34,Avasant,automationanywhere,,,"Avasant is a leading management consulting firm focused on translating the power of technology into realizable business strategies. Specializing in digital and IT transformation, sourcing advisory, global strategy, and governance services, Avasant prides itself on delivering high ×value engagements through industry focused innovation and flexible client based solutions.",0,0,0,0,false,https://avasant.com/,,public_api,https://avasant.com/,true,api_match,2026-02-26T08:45:51.038Z
35,Avenir Digital Limited,automationanywhere,,,"Avenir Digital transforms the way companies automate, orchestrate, and provide conversational outcomes using AI. Our proprietary brain and experience inspired Conversational AI technology platform, Zeva.ai, makes it possible to create and learn to deliver domain, natural language and optical character agnostic use-cases with even just a handful of examples. Thus, Zeva.ai can be rapidly deployed by non-experts and set up to self-learn from interactions with end-users as well as pre-defined processes. Zeva.ai is engineered with top class and industry leading R&D patterns and practices in AI and UX. Our platform is used by banks, global media companies, and recruiters, among others, to automate and orchestrate processes with voice and text enablement.",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
36,Ayehu Software Technologies Ltd,automationanywhere,,,"Ayehu's NG Intelligent Automation and Orchestration platform is a force multiplier for IT and Security Operations, helping Enterprises to save 95% on time handling alert resolution, 35% cost reduction of labor-intensive IT tasks while maintaining high SLA's with greater control over enterprise infrastructure × whether on-premise or cloud infrastructure. Ayehu introduce the industry's first Intelligent Automation for effective incident response and resolution leveraging decision support machine learning based algorithms. Ayehu NG integrates with chatbots and collaboration tools such as Slack, Teams, Bold360ai. Changing the end-users experience with Service Desk, eliminating long waits of service requests by providing immediate resolutions to issues such as password resets, unlock accounts and more.",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
37,Baker Tilly Virchow Krause Llp Chicago,automationanywhere,Chicago,a worldwide network of independent accounting,"Baker Tilly Virchow Krause, LLP (Baker Tilly) is a nationally recognized, full-service accounting and advisory firm whose specialized professionals connect with clients and their businesses through refreshing candor and clear industry insight. With approximately 2,700 employees across the United States, Baker Tilly is ranked as one of the 15 largest accounting and advisory firms in the country. Headquartered in Chicago, Baker Tilly is an independent member of Baker Tilly International, a worldwide network of independent accounting and business advisory firms in 147 territories, with 33,600 professionals. The combined worldwide revenue of independent member firms is $3.4 billion.",0,0,0,0,false,https://www.bakertilly.com/,,public_api,https://www.bakertilly.com/,true,api_match,2026-02-26T08:45:51.038Z
38,Basserah,automationanywhere,,,"Basserah, a Saudi Company owned by NOMD Holding, is focussed on introducing innovative services empowering our customers to operate with productivity through Saudi talents across RPA, DATA and AI.",0,0,0,0,false,https://basserah.com/,,public_api,https://basserah.com/,true,api_match,2026-02-26T08:45:51.038Z
39,Bayteq,automationanywhere,,,"Bayteq is a software development company founded in 2003 in Quito, Ecuador. We design solutions with a human-centered approach using Design Thinking. We are passionate about implementing new technologies to generate innovative solutions in multiple industries. We help companies maximize their performance with RPA, allowing human resources to focus on high-value tasks, optimizing time and reducing operating costs. We have a certified team for A360 cloud migration made up of experts in software processes and technologies and a Center of Excellence (CoE) where we apply best practices and collect use cases that are replicable for different industries.",0,0,0,0,false,https://www.bayteq.com/,,public_api,https://www.bayteq.com/,true,api_match,2026-02-26T08:45:51.038Z
40,Beclever,automationanywhere,,,"BeClever is an advanced IT services company which provides extensive experience in the EMEA region, with an expert and innovative human team with the ultimate goal of helping our customers drive their IT initiatives. Based in Bilbao (in the North of Spain), BeClever×s expertise areas include applications, infrastructure and databases and cybersecurity.",0,0,0,0,false,https://beclever.solutions/en/,,public_api,https://beclever.solutions/en/,true,api_match,2026-02-26T08:45:51.038Z
41,Beeckerco,automationanywhere,,,"BeeckerCo is a complete E2E solution for Process Transformation programs, from Process Improvement to Process Automation (RPA / BPM). We deliver world-class BPM and RPA products and services that tangibly improve customers' productivity.",0,0,0,0,false,https://www.beeckerco.com/,,public_api,https://www.beeckerco.com/,true,api_match,2026-02-26T08:45:51.038Z
42,Binaria It,automationanywhere,,,"Binaria IT Services has highly qualified professionals to assist from the need for quick access to essential day-to-day technology, to the delivery, analysis and specialized advice for strategic planning and deployment of technological solutions. Now more than ever, it is critical to have a trusted business partner and IT solutions to help your company meet its business goals and objectives, achieve new efficiencies, and save resources. Our business model combines expert technical resources and advanced services with a wide range of representations to offer the required level of solutions and support.",0,0,0,0,false,https://www.binaria.com.ec/,,public_api,https://www.binaria.com.ec/,true,api_match,2026-02-26T08:45:51.038Z
43,Bitek Information And Communication,automationanywhere,,,"Starting with the software solution business in January 1988, Bitek System Inc, was established, and in July 1994, Bitek Information & Communication Inc. was established by expanding the SYSTEM division with the aim of system integration and consulting business. By successfully carrying out a numerous number of projects, including computer system maintenance in the financial, communications, public, and manufacturing sectors, we have grown solidly as a system integration and solution provider, and have industry-leading technical and business capabilities. As a specialized partner with the likes of Automation Anywhere, ORACLE, Quest, Confluent, Snowflake, and HP, we provide reliable and integrated support for optimal IT service implementation through sales, maintenance, RPA, DBMS/Application, CDC deployment, and DW deployment/support projects using Exadata.",0,0,0,0,false,http://www.bitekic.co.kr/,,public_api,http://www.bitekic.co.kr/,true,api_match,2026-02-26T08:45:51.038Z
44,Bizagi Group Ltd,automationanywhere,,,"The distributed nature of business processes creates a huge challenge for organizations. By designing and automating end-to-end processes in Bizagi and integrating complimentary technologies such as Robotic Process Automation and Artificial Intelligence, you orchestrate the new way your business needs to work. Bizagi's digital process automation platform helps organizations to connect people, applications, devices and information. Bizagi creates an agile orchestration layer that wraps around your existing systems to drive digital transformation in three key areas: customer engagement, digital operations, and governance and compliance. These innovation and integration capabilities have been used by 500+ enterprises in more than 50 countries.",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
45,Blackstone Information Technologies Llc Seattle,automationanywhere,Seattle,,"BlackStone eIT is a global team dedicated to transforming enterprise solutions through intelligent design. We're experts in AI, deep learning, and data architectures, revolutionizing marketing, sales, operations, and customer analytics. With a Microsoft, Google, and Amazon background, our executive team leads with innovation, quality, and vision for iBPM, DPA, robotics, and AI-based innovation. We're headquartered in Seattle and have regional offices in UAE, Jordan, Kosovo, Morocco, Lebanon, and Saudi Arabia",0,0,0,0,false,https://www.blackstoneeit.com/,,public_api,https://www.blackstoneeit.com/,true,api_match,2026-02-26T08:45:51.038Z
46,Blueshift,automationanywhere,,,"BlueShift is a technology consulting firm specialized in data and innovation, with strong expertise in intelligent automation. A strategic partner of Automation Anywhere, BlueShift delivers solutions in APA (Agentic Process Automation), HyperAutomation, Process Mining, and Artificial Intelligence to transform business processes with efficiency, scalability, and measurable results. With multidisciplinary teams and deep expertise in cutting-edge technologies, the company supports large organizations in digital innovation projects, combining strategic excellence and advanced technology to generate value.",0,0,0,0,false,https://www.blueshift.com.br,,public_api,https://www.blueshift.com.br,true,api_match,2026-02-26T08:45:51.038Z
47,Bot It Services Private Limited Bot Mantra,automationanywhere,,,"BOT mantra is a boutique Technology Services firm focusing on Business Process Automation, nurtured under the guidance of highly experienced Industry relevant professionals. Our uniqueness lies in our approach to Process Automation, both in terms of Technology and Delivery. Optimal blending of Technology Solutions to meet customer requirements in an expedited manner is our forte. Our automation frameworks and accelerators with our deep understanding of Industry standard RPA products help us to accomplish this with ease. Our commoditized, scalable shared Automation services model operated under a factory approach enables us to make RPA technology affordable and viable for the growing SME sector and enhance our reach in the market. www.botmantra.com",0,0,0,0,false,https://www.botmantra.com,,public_api,https://www.botmantra.com,true,api_match,2026-02-26T08:45:51.038Z
48,Botsin Llc,automationanywhere,,,"BotsIn LLC helps small and medium-sized companies start their Robotic Process Automation (RPA) journey. With an experience of over 20 years working in manufacturing, IT, pharma, and government fields, BotsIn consulting company is ready and situated to help. We bring years of experience to get your team trained on the tools and set up the functionality of a Center of Excellence. Our mission is to bring you BotsIn to advance your business, achieve operational excellence and digital transformation. www.botsin.com",0,0,0,0,false,https://www.botsin.com,,public_api,https://www.botsin.com,true,api_match,2026-02-26T08:45:51.038Z
49,Boydak,automationanywhere,,,"BOYDAK Automation is the leading implementation partner for AI and Robotics in Switzerland. Our team consists of experienced top management consultants and AI/Robotics experts who are committed to helping businesses improve the efficiency and effectiveness of their operations. With our pragmatic ""start smart, scale fast"" concept, we not only achieve positive cost effects quickly and easily, we also see a significantly higher employee commitment during and after the process: we make AI & Robotics a reality.",0,0,0,0,false,https://www.boydak.ch/,,public_api,https://www.boydak.ch/,true,api_match,2026-02-26T08:45:51.038Z
50,Bp3,automationanywhere,,,"BP3 delivers transformative solutions that help enterprise-level organizations improve overall performance by connecting people, processes and technologies. We provide business process, decision management and analytics software and services to Fortune 500 businesses in the financial services, retail, healthcare and energy sectors.",0,0,0,0,false,https://www.bp-3.com/,,public_api,https://www.bp-3.com/,true,api_match,2026-02-26T08:45:51.038Z
51,Bradsol,automationanywhere,,,"We build agentic AI systems that don't just assist—they act. Our intelligent automation solutions handle complex workflows end-to-end, freeing your team to focus on what matters most. From decision-making to execution, we create AI agents that deliver real business impact.",0,0,0,0,false,https://www.bradsol.com,,public_api,https://www.bradsol.com,true,api_match,2026-02-26T08:45:51.038Z
52,Braintrust,automationanywhere,,,"Brain+Trust is a strategic consultancy of peripheral visionaries that empowers future readiness, lower operating costs and revenue growth. We put you in control of the future by unifying customer and operational data and enabling automation to deliver efficiencies across marketing, care, supply chain and product development efforts.",0,0,0,0,false,https://braintrust.partners/,,public_api,https://braintrust.partners/,true,api_match,2026-02-26T08:45:51.038Z
53,Bristlecone Inc,automationanywhere,,,"Bristlecone Inc, is a Silicon Valley headquartered global technology solutions company specializing in Software Product Engineering and Supply Chain Transformations. We are a trusted partner helping organizations create higher performing environments and deliver positive customer experiences. www.bcone.com",0,0,0,0,false,https://www.bcone.com,,public_api,https://www.bcone.com,true,api_match,2026-02-26T08:45:51.038Z
54,Businessoptix Ltd,automationanywhere,,,"At BusinessOptix, we help organizations Control Today, Navigate Tomorrow× to achieve the next level of operational excellence. Our cloud-based platform is used by hundreds of global firms to capture and redefine business operating models, accelerate transformations across the enterprise, improve operational efficiencies and streamline go-to-market processes. Built for business ease of use, the platform enables organizations to define the current state, design the optimal future state and deliver an actionable plan to achieve and maintain transformations leading to a more efficient, effective digital future to better serve customers and achieve business results.",0,0,0,0,false,,,public_api,,true,api_match,2026-02-26T09:35:11.365Z
55,Bynet Software Systems Ltd,automationanywhere,,,"Bynet Software Systems Ltd was established in 2002 as part of the RAD-BYNET Group (one of the largest tech groups in Israel with over 5,000 employees) and its software house specializing in consulting, planning, development, implementation, and integration of business and organizational systems. The company employs many talents with an average of 5.4 years of experience, most of them professional and experienced technological experts. The company provides solutions in the areas of Intelligent Automation, Intelligent Document Processing, Software Integration and Development , Software Architecture, Front End, Workflow and Knowledge Management and Outsourcing. www.bynetsoft.co.il",0,0,0,0,false,https://bynetsoft.co.il/,,public_api,https://bynetsoft.co.il/,true,api_match,2026-02-26T08:45:51.038Z
56,Capco Leading Financial Centers Across The Americas,automationanywhere,leading financial centers across the Americas,,"Capco is a global technology and management consultancy dedicated to the financial services industry. Our professionals combine innovative thinking with unrivaled industry knowledge to offer our clients consulting expertise, complex technology and package integration, transformation delivery and managed services to move their organizations forward. Through our collaborative and efficient approach, we help our clients successfully innovate, increase revenue, manage risk and regulatory change, reduce costs, and enhance controls. We specialize primarily in banking, capital markets, wealth and asset management and insurance. We also have an energy consulting practice in the US. We serve our clients from offices in leading financial centers across the Americas, Europe, and Asia Pacific. To learn more, visit our web site at www.capco.com, or follow us on Twitter, Facebook, YouTube, LinkedIn and Instagram.",0,0,0,0,false,https://www.capco.com,,public_api,https://www.capco.com,true,api_match,2026-02-26T08:45:51.038Z
57,Capgemini,automationanywhere,,,"A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients' opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. www.capgemini.com",0,0,0,0,false,https://www.capgemini.com,,public_api,https://www.capgemini.com,true,api_match,2026-02-26T08:45:51.038Z
